category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
8563,"""A college student wound up in a coma after ingesting two gallons of semen as part of a social media challenge.""",0.9426982260896241,,,A college student,"(3, 20)",wound up,"(21, 29)",in a coma,"(30, 39)",,,,,,,after ingesting two gallons of semen as part of a social media challenge,"(40, 112)",,,,,,,,,3821
8564,"""Ted Cruz blamed God for his failed presidential campaign on Twitter.""",0.8918717465970578,,,Ted Cruz,"(3, 11)",blamed,"(12, 18)",God,"(19, 22)",for his failed presidential campaign on Twitter,"(23, 70)",,,,,,,,,,,,,,,3822
8565,"""Apple Music is purporsefully deleting files from personal computers.""",0.9266232318014764,,,Apple Music,"(3, 14)",is purporsefully deleting,"(15, 40)",files,"(41, 46)",from personal computers,"(47, 70)",,,,,,,,,,,,,,,3823
8568,"""A woman caused a ten-car pileup after she believed she saw Jesus' image in her Kit Kat bar.""",0.3637077775020339,she believed,"(41, 53)",she,"(54, 57)",saw,"(58, 61)",Jesus' image,"(62, 74)",,,,,,,,,,,,,in her Kit Kat bar,"(75, 93)",,,3826
8569,"""A woman caused a ten-car pileup after she believed she saw Jesus' image in her Kit Kat bar.""",0.40861810123888254,,,she,"(41, 44)",believed,"(45, 53)",she saw Jesus' image in her Kit Kat bar,"(54, 93)",,,,,,,,,,,,,,,,,3826
8570,"""A woman caused a ten-car pileup after she believed she saw Jesus' image in her Kit Kat bar.""",0.907025610506416,,,A woman,"(3, 10)",caused,"(11, 17)",a ten-car pileup,"(18, 34)",,,,,,,after she believed she saw Jesus' image in her Kit Kat bar,"(35, 93)",,,,,,,,,3826
8571,"""Donald Trump suggested he'd use nuclear weapons against Mexico if they refused to build and pay for a wall.""",0.5617411649644959,they refused,"(73, 85)",they,"(73, 77)",refused pay,"((78, 85), (86, 89))",for a wall,"(90, 100)",,,,,,,,,,,,,,,,,3827
8572,"""Donald Trump suggested he'd use nuclear weapons against Mexico if they refused to build and pay for a wall.""",0.5617411649644959,,,they,"(73, 77)",refused,"(78, 85)",pay for a wall,"(86, 100)",,,,,,,,,,,,,,,,,3827
8573,"""Donald Trump suggested he'd use nuclear weapons against Mexico if they refused to build and pay for a wall.""",0.2735786399569868,they refused,"(73, 85)",they,"(73, 77)",refused to build to build,"((78, 85), (86, 88))",,,,,,,,,,,,,,,,,,,3827
8574,"""Donald Trump suggested he'd use nuclear weapons against Mexico if they refused to build and pay for a wall.""",0.3112266983606483,,,they,"(73, 77)",refused,"(78, 85)",to build,"(86, 94)",,,,,,,,,,,,,,,,,3827
8575,"""Donald Trump suggested he'd use nuclear weapons against Mexico if they refused to build and pay for a wall.""",0.4425102217565157,Donald Trump suggested,"(6, 28)",he,"(29, 31)",'d use,"(32, 38)",nuclear weapons,"(39, 54)",against Mexico,"(55, 69)",,,,,,,,,,,,,,,3827
8576,"""Donald Trump suggested he'd use nuclear weapons against Mexico if they refused to build and pay for a wall.""",0.8684971899396677,,,Donald Trump,"(6, 18)",suggested,"(19, 28)",he 'd use nuclear weapons against Mexico,"(29, 69)",,,,,,,,,,,,,,,,,3827
8583,"""Baby drop off boxes have been installed in Indiana firehouses for parents to anonymously and legally surrender newborns.""",0.8867887520784036,Baby drop off,"(6, 19)",boxes,"(20, 25)",have been installed,"(26, 45)",in Indiana firehouses,"(46, 67)",,,,,,,for parents to legally surrender newborns,"(68, 109)",,,,,,,,,3831
8584,"""Baby drop off boxes have been installed in Indiana firehouses for parents to anonymously and legally surrender newborns.""",0.8942434158739456,,,parents,"(72, 79)",to legally surrender,"(80, 100)",newborns,"(101, 109)",,,,,,,,,,,,,,,,,3831
8585,"""Baby drop off boxes have been installed in Indiana firehouses for parents to anonymously and legally surrender newborns.""",0.8867887520784036,Baby drop off,"(6, 19)",boxes,"(20, 25)",have been installed,"(26, 45)",in Indiana firehouses,"(46, 67)",,,,,,,for parents to anonymously surrender newborns,"(68, 113)",,,,,,,,,3831
8586,"""Baby drop off boxes have been installed in Indiana firehouses for parents to anonymously and legally surrender newborns.""",0.9139478779591064,,,Baby,"(6, 10)",drop off,"(11, 19)",boxes have been installed in Indiana firehouses,"(20, 67)",,,,,,,,,,,,,,,,,3831
8587,"""Baby drop off boxes have been installed in Indiana firehouses for parents to anonymously and legally surrender newborns.""",0.8942434158739456,,,parents,"(72, 79)",to anonymously surrender,"(80, 104)",newborns,"(105, 113)",,,,,,,,,,,,,,,,,3831
8594,"""Ohio amusement park Kings Island will close through 2020 because of ""dangerous rides.""""",0.9440561738862281,,,Ohio amusement park Kings Island,"(3, 35)",will close,"(36, 46)",because of dangerous rides,"(60, 88)",,,,,,,through 2020,"(47, 59)",,,,,,,,,3835
8600,"""Canadian chain Tim Hortons is removing pork from its menu to appease offended Muslim customers.""",0.8926589187155131,,,Canadian chain Tim Hortons,"(3, 29)",is removing,"(30, 41)",pork,"(42, 46)",from its menu,"(47, 60)",,,,,,,,,,,,,,,3838
8605,"""Indiana-based WNDU accidentally revealed that Indiana's primary was rigged for Hillary Clinton or Donald Trump by prematurely releasing election results.""",0.9279812910556979,Indiana - based WNDU accidentally revealed,"(6, 48)",Indiana 's primary,"(54, 72)",was rigged,"(73, 83)",,,,,,,,,for Donald Trump,"(84, 100)",,,,,,,,,3840
8606,"""Indiana-based WNDU accidentally revealed that Indiana's primary was rigged for Hillary Clinton or Donald Trump by prematurely releasing election results.""",0.8926347710243453,,,Indiana - based WNDU,"(6, 26)",accidentally revealed,"(27, 48)",that Indiana 's primary was rigged for Donald Trump by prematurely releasing election results,"(49, 142)",,,,,,,,,,,,,,,,,3840
8607,"""Indiana-based WNDU accidentally revealed that Indiana's primary was rigged for Hillary Clinton or Donald Trump by prematurely releasing election results.""",0.9279812910556979,Indiana - based WNDU accidentally revealed,"(6, 48)",Indiana 's primary,"(54, 72)",was rigged,"(73, 83)",for Hillary Clinton,"(84, 103)",,,,,,,,,,,,,,,,,3840
8608,"""Indiana-based WNDU accidentally revealed that Indiana's primary was rigged for Hillary Clinton or Donald Trump by prematurely releasing election results.""",0.8926347710243453,,,Indiana - based WNDU,"(6, 26)",accidentally revealed,"(27, 48)",that Indiana 's primary was rigged for Hillary Clinton by prematurely releasing election results,"(49, 145)",,,,,,,,,,,,,,,,,3840
8609,"""Indiana-based WNDU accidentally revealed that Indiana's primary was rigged for Hillary Clinton or Donald Trump by prematurely releasing election results.""",0.9545505959060414,,,Indiana 's primary,"(54, 72)",releasing,"(119, 128)",election results,"(129, 145)",,,,,,,prematurely,"(107, 118)",,,,,,,,,3840
8610,"""North Carolina no longer considers the $20 bill to be legal tender.""",0.9990000128746032,,,North Carolina,"(0, 0)",considers,"(0, 0)",$ 20 bill,,,,,,,,,,,,,,,,,,3841
8611,"""North Carolina no longer considers the $20 bill to be legal tender.""",0.9186941924198344,,,the $20 bill,"(38, 50)",to be,"(51, 56)",legal tender,"(57, 69)",,,,,,,,,,,,,,,,,3841
8612,"""North Carolina no longer considers the $20 bill to be legal tender.""",0.9501692706947484,,,North Carolina,"(3, 17)",considers,"(28, 37)",the $20 bill to be legal tender,"(38, 69)",,,,,,,no longer,"(18, 27)",,,,,,,,,3841
8614,"""Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.""",0.770119531974478,Planet Fitness issued allowing men to use,"(6, 70)",men,"(60, 63)",to use women to use,"((64, 70), (71, 79))",men 's locker rooms,"(84, 103)",,,,,,,,,,,,,,,,,3843
8615,"""Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.""",0.770119531974478,Planet Fitness issued allowing,"(6, 59)",men,"(60, 63)",to use,"(64, 70)",women,"(71, 76)",to use men 's locker rooms,"(77, 103)",,,,,,,,,,,,,,,3843
8616,"""Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.""",0.9105484523580609,Planet Fitness issued,"(6, 27)",Planet Fitness,"(6, 20)",issued a policy allowing,"((21, 27), 28)",men to use women to use men 's locker rooms,"(60, 103)",,,,,,,,,,,,,,,,,3843
8617,"""Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.""",0.770119531974478,Planet Fitness issued allowing men to use,"(6, 70)",men,"(60, 63)",to use women 's locker rooms to use,"((64, 70), (71, 79))",men 's locker rooms,"(100, 119)",,,,,,,,,,,,,,,,,3843
8618,"""Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.""",0.770119531974478,Planet Fitness issued allowing,"(6, 59)",men,"(60, 63)",to use,"(64, 70)",women 's locker rooms,"(71, 92)",to use men 's locker rooms,"(93, 119)",,,,,,,,,,,,,,,3843
8619,"""Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.""",0.9105484523580609,Planet Fitness issued,"(6, 27)",Planet Fitness,"(6, 20)",issued a policy allowing,"((21, 27), 28)",men to use women 's locker rooms to use men 's locker rooms,"(60, 119)",,,,,,,,,,,,,,,,,3843
8620,"""Planet Fitness issued a policy in April 2016 allowing men to use women's locker rooms and women to use men's locker rooms.""",0.9212499880074402,,,Planet Fitness,"(6, 20)",issued,"(21, 27)",a policy,"(28, 36)",,,,,,,in April 2016,"(37, 50)",,,,,,,,,3843
8621,"""Virginia Governor Terry McAuliffe restored voting rights to a large number of convicted felons.""",0.4953178616921359,,,Terry McAuliffe,"(21, 36)",(is] Governor (of],"(12, 20)",Virginia,"(3, 11)",,,,,,,,,,,,,,,,,3844
8622,"""Virginia Governor Terry McAuliffe restored voting rights to a large number of convicted felons.""",0.9387281236502384,,,Virginia Governor Terry McAuliffe,"(3, 36)",restored,"(37, 45)",voting rights,"(46, 59)",to a large number of convicted felons,"(60, 97)",,,,,,,,,,,,,,,3844
8623,"""The Mormon church wants to limit sales of Vaseline and Kleenex in order to curb masturbation.""",0.930563690568442,The Mormon church wants,"(6, 29)",The Mormon church,"(6, 23)",wants to limit,"((24, 29), (30, 38))",sales of Kleenex,"(39, 55)",in order,"(56, 64)",,,,,,,,,,,,,,,3845
8624,"""The Mormon church wants to limit sales of Vaseline and Kleenex in order to curb masturbation.""",0.946751440905654,,,The Mormon church,"(6, 23)",wants,"(24, 29)",to limit sales of Kleenex in order,"(30, 64)",,,,,,,,,,,,,,,,,3845
8625,"""The Mormon church wants to limit sales of Vaseline and Kleenex in order to curb masturbation.""",0.930563690568442,The Mormon church wants,"(6, 29)",The Mormon church,"(6, 23)",wants to limit,"((24, 29), (30, 38))",sales of Vaseline,"(39, 56)",in order,"(57, 65)",,,,,,,,,,,,,,,3845
8626,"""The Mormon church wants to limit sales of Vaseline and Kleenex in order to curb masturbation.""",0.946751440905654,,,The Mormon church,"(6, 23)",wants,"(24, 29)",to limit sales of Vaseline in order,"(30, 65)",,,,,,,,,,,,,,,,,3845
8627,"""Musicians Robert Plant and Cher plan to wed at Westminster Abbey in July 2016.""",0.9180804252893388,,,Cher plan,"(0, 9)",to wed,"(10, 16)",,,,,,,,,in July 2016,"(38, 50)",,,,,at Westminster Abbey,"(17, 37)",,,3846
8628,"""Musicians Robert Plant and Cher plan to wed at Westminster Abbey in July 2016.""",0.9485479188231728,,,Musicians Robert Plant plan,"(6, 33)",to wed,"(34, 40)",,,,,,,,,in July 2016,"(62, 74)",,,,,at Westminster Abbey,"(41, 61)",,,3846
8632,"""Sixty Klan members committed suicide after it was announced that Harriet Tubman's image would be placed on the $20 bill.""",0.8418236199599771,,,Sixty Klan members,"(3, 21)",committed,"(22, 31)",suicide,"(32, 39)",,,,,,,after it was announced that Harriet Tubman's image would be placed on the $20 bill,"(40, 122)",,,,,,,,,3848
8633,"""A letter criticizing students at Oxford University for their desire to remove a statue of Cecil Rhodes was penned by a school official.""",0.8140602906172649,,,A letter criticizing students at Oxford University for their desire,"(3, 70)",was penned,"(106, 116)",by a school official,"(117, 137)",,,,,,,,,,,,,,,,,3849
8634,"""A letter criticizing students at Oxford University for their desire to remove a statue of Cecil Rhodes was penned by a school official.""",0.8588213959830759,,,A letter,"(3, 11)",criticizing,"(12, 23)",students,"(24, 32)",for their desire,"(54, 70)",,,,,,,,,,,at Oxford University,"(33, 53)",,,3849
8635,"""A man killed himself over the Treasury's decision to add an African-American abolitionist's portrait to the $20 bill.""",0.8588213959830759,,,A man,"(3, 8)",killed,"(9, 15)",himself,"(16, 23)",over the Treasury's decision,"(24, 52)",,,,,,,,,,,,,,,3850
8636,"""The UK issued a travel advisory for LGBT citizens visiting the United States after Mississippi and North Carolina passed controversial laws.""",0.9266232318014764,,,North Carolina,"(89, 103)",passed,"(104, 110)",controversial laws,"(111, 129)",,,,,,,,,,,,,,,,,3851
8637,"""The UK issued a travel advisory for LGBT citizens visiting the United States after Mississippi and North Carolina passed controversial laws.""",0.9382554258342916,,,The UK,"(6, 12)",issued,"(13, 19)",a travel advisory for LGBT citizens,"(20, 55)",,,,,,,after North Carolina passed controversial laws,"(83, 129)",,,,,,,,,3851
8638,"""The UK issued a travel advisory for LGBT citizens visiting the United States after Mississippi and North Carolina passed controversial laws.""",0.919775969655244,,,Mississippi,"(89, 100)",passed,"(101, 107)",controversial laws,"(108, 126)",,,,,,,,,,,,,,,,,3851
8639,"""The UK issued a travel advisory for LGBT citizens visiting the United States after Mississippi and North Carolina passed controversial laws.""",0.9382554258342916,,,LGBT citizens,"(42, 55)",visiting,"(56, 64)",the United States,"(65, 82)",,,,,,,,,,,,,,,,,3851
8640,"""The UK issued a travel advisory for LGBT citizens visiting the United States after Mississippi and North Carolina passed controversial laws.""",0.9382554258342916,,,The UK,"(6, 12)",issued,"(13, 19)",a travel advisory for LGBT citizens,"(20, 55)",,,,,,,after Mississippi passed controversial laws,"(83, 126)",,,,,,,,,3851
8641,"""Colin Powell urged people to vote for Donald Trump so that they could put a conservative on the Supreme Court.""",0.6582659227599074,,,they,"(62, 66)",could put,"(67, 76)",a conservative,"(77, 91)",on the Supreme Court,"(92, 112)",,,,,,,,,,,,,,,3852
8642,"""Colin Powell urged people to vote for Donald Trump so that they could put a conservative on the Supreme Court.""",0.7638898923082779,,,people,"(22, 28)",to vote,"(29, 36)",for Donald Trump,"(37, 53)",so that they could put a conservative on the Supreme Court,"(54, 112)",,,,,,,,,,,,,,,3852
8643,"""Colin Powell urged people to vote for Donald Trump so that they could put a conservative on the Supreme Court.""",0.9382554258342916,,,Colin Powell,"(3, 15)",urged,"(16, 21)",people,"(22, 28)",to vote for Donald Trump,"(29, 53)",,,,,,,,,,,,,,,3852
8644,"""Multiple news outlets reported that primary voters in New York claimed their votes were switched from Bernie Sanders to Hillary Clinton.""",0.6294692549458004,Multiple news outlets reported primary voters in New York claimed,"(3, 73)",their votes,"(74, 85)",were switched,"(86, 99)",from Bernie Sanders,"(100, 119)",to Hillary Clinton,"(120, 138)",,,,,,,,,,,,,,,3853
8645,"""Multiple news outlets reported that primary voters in New York claimed their votes were switched from Bernie Sanders to Hillary Clinton.""",0.9340076292760208,Multiple news outlets reported,"(3, 33)",primary voters in New York,"(39, 65)",claimed,"(66, 73)",their votes were switched from Bernie Sanders to Hillary Clinton,"(74, 138)",,,,,,,,,,,,,,,,,3853
8646,"""Multiple news outlets reported that primary voters in New York claimed their votes were switched from Bernie Sanders to Hillary Clinton.""",0.7586188993557799,,,Multiple news outlets,"(3, 24)",reported,"(25, 33)",that primary voters in New York claimed their votes were switched from Bernie Sanders to Hillary Clinton,"(34, 138)",,,,,,,,,,,,,,,,,3853
8647,"""A new law in South Africa requires people with HIV to mark their genitals.""",0.8830422694912541,,,people with HIV,"(38, 53)",to mark,"(54, 61)",their genitals,"(62, 76)",,,,,,,,,,,,,,,,,3854
8648,"""A new law in South Africa requires people with HIV to mark their genitals.""",0.923898542488126,,,A new law in South Africa,"(3, 28)",requires,"(29, 37)",people with HIV,"(38, 53)",to mark their genitals,"(54, 76)",,,,,,,,,,,,,,,3854
8661,"""A California man was arrested in April 2016 for dressing in women's clothes and surreptitiously filming women in a public bathroom.""",0.9216169339561846,,,A California man,"(6, 22)",for surreptitiously filming,"(50, 77)",women,"(78, 83)",,,,,,,,,,,,,in a public bathroom,"(84, 104)",,,3860
8662,"""A California man was arrested in April 2016 for dressing in women's clothes and surreptitiously filming women in a public bathroom.""",0.9436221120476838,,,A California man,"(6, 22)",was arrested,"(23, 35)",for surreptitiously filming women in a public bathroom,"(50, 104)",,,,,,,in April 2016,"(36, 49)",,,,,,,,,3860
8663,"""A California man was arrested in April 2016 for dressing in women's clothes and surreptitiously filming women in a public bathroom.""",0.9436221120476838,,,A California man,"(6, 22)",was arrested,"(23, 35)",for dressing in women 's clothes,"(50, 82)",,,,,,,in April 2016,"(36, 49)",,,,,,,,,3860
8665,"""92-year-old Pam Nelson of Victoria, Texas, was unable to vote because of new laws requiring voters to present ID.""",0.9180804252893388,,,new laws,"(76, 84)",requiring,"(85, 94)",voters,"(95, 101)",to present ID,"(102, 115)",,,,,,,,,,,,,,,3862
8666,"""92-year-old Pam Nelson of Victoria, Texas, was unable to vote because of new laws requiring voters to present ID.""",0.8605115185939296,,,92-year-old Pam Nelson of Victoria,"(3, 37)",to vote,"(57, 64)",,,,,,,,,,,,,,,,,,,3862
8667,"""92-year-old Pam Nelson of Victoria, Texas, was unable to vote because of new laws requiring voters to present ID.""",0.9653436384802596,,,92-year-old Pam Nelson of Victoria,"(3, 37)",was,"(46, 49)",unable to vote,"(50, 64)",because of new laws,"(65, 84)",,,,,,,,,,,,,,,3862
8672,"""A woman ate her grandchild after smoking bath salts.""",0.8776011732811596,A woman ate,"(3, 14)",A woman,"(3, 10)",ate her grandchild after smoking,"((11, 14), (15, 29))",bath salts,"(44, 54)",,,,,,,,,,,,,,,,,3866
8673,"""A woman ate her grandchild after smoking bath salts.""",0.7955801501517452,,,A woman,"(3, 10)",ate,"(11, 14)",her grandchild,"(15, 29)",,,,,,,after smoking bath salts,"(30, 54)",,,,,,,,,3866
8676,"""A mother admitted on Facebook to sleeping with and becoming pregnant by her 15-year-old son.""",0.907025610506416,,,A mother,"(6, 14)",admitted,"(15, 23)",on Facebook,"(24, 35)",to becoming pregnant by her 15 - year - old son,"(36, 83)",,,,,,,,,,,,,,,3868
8677,"""A mother admitted on Facebook to sleeping with and becoming pregnant by her 15-year-old son.""",0.7244373565482595,A mother admitted,"(6, 23)",A mother,"(6, 14)",admitted on Facebook to sleeping,"((15, 23), (24, 35))",with,"(48, 52)",,,,,,,,,,,,,,,,,3868
8678,"""A mother admitted on Facebook to sleeping with and becoming pregnant by her 15-year-old son.""",0.8997345737322758,,,A mother,"(6, 14)",admitted,"(15, 23)",on Facebook,"(24, 35)",,,,,,,,,,,,,,,,,3868
8682,"""A patron paid the restaurant tab for seven different families and left his server a $1,500 tip at a Denny's.""",0.8721573768872257,,,A patron,"(4, 12)",left,"(70, 74)",his server,"(75, 85)",,,,,,,,,,,,,at a Denny's,"(100, 112)",,,3870
8683,"""A patron paid the restaurant tab for seven different families and left his server a $1,500 tip at a Denny's.""",0.9030401971054748,,,A patron,"(4, 12)",paid,"(13, 17)",the restaurant tab,"(18, 36)",for seven different families,"(37, 65)",,,,,,,,,,,,,,,3870
8686,"""Muslims in the U.S. are specifically exempted from legislative requirements to purchase health insurance.""",0.9387281236502384,,,Muslims in the U.S.,"(3, 22)",are specifically exempted,"(23, 48)",from legislative requirements,"(49, 78)",to purchase health insurance,"(79, 107)",,,,,,,,,,,,,,,3872
8694,"""A Texas man was forced to take his American flag down because its display threatened Muslims.""",0.6796597830231682,,,its display,"(65, 76)",threatened,"(77, 87)",Muslims,"(88, 95)",,,,,,,,,,,,,,,,,3875
8695,"""A Texas man was forced to take his American flag down because its display threatened Muslims.""",0.8645386818095685,,,A Texas man,"(3, 14)",to take,"(26, 33)",his American flag,"(34, 51)",down,"(52, 56)",,,,,,,,,,,,,,,3875
8696,"""A Texas man was forced to take his American flag down because its display threatened Muslims.""",0.9357729459540856,,,A Texas man,"(3, 14)",was forced,"(15, 25)",to take his American flag down because its display threatened Muslims,"(26, 95)",,,,,,,,,,,,,,,,,3875
8697,"""Country music singer Merle Haggard left his entire estate to an LGBT group.""",0.935991316758338,,,Country music singer Merle Haggard,"(3, 37)",left,"(38, 42)",his entire estate,"(43, 60)",to an LGBT group,"(61, 77)",,,,,,,,,,,,,,,3876
8698,"""Arizona's Prescott College is forcing students to pay a $30 fee for an undocumented immigrant scholarship fund.""",0.9497864972137936,Arizona 's Prescott College is forcing,"(3, 40)",Arizona's Prescott College,"(3, 29)",is forcing students to pay,"((30, 40), (41, 52))",a $30 fee for an undocumented immigrant scholarship fund,"(57, 113)",,,,,,,,,,,,,,,,,3877
8699,"""Arizona's Prescott College is forcing students to pay a $30 fee for an undocumented immigrant scholarship fund.""",0.9497864972137936,,,Arizona's Prescott College,"(3, 29)",is forcing,"(30, 40)",students,"(41, 49)",to pay a $30 fee for an undocumented immigrant scholarship fund,"(50, 113)",,,,,,,,,,,,,,,3877
8700,"""Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.""",0.9030401971054748,,,a bill,"(29, 35)",granting,"(36, 44)",churchgoers,"(45, 56)",the right kill citizens,"(57, 80)",,,,,,,,,,,,,,,3878
8701,"""Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.""",0.948417798796954,,,Mississippi,"(6, 17)",has passed,"(18, 28)",a bill granting churchgoers the right kill citizens at will,"(29, 88)",,,,,,,,,,,,,,,,,3878
8702,"""Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.""",0.9030401971054748,,,a bill,"(29, 35)",granting,"(36, 44)",churchgoers,"(45, 56)",the right to shoot,"(57, 75)",,,,,,,,,,,,,,,3878
8703,"""Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.""",0.919775969655244,,,Mississippi,"(6, 17)",has passed,"(18, 28)",a bill granting churchgoers the right,"(29, 66)",,,,,,,,,,,,,,,,,3878
8717,"""Pimm's signed a sponsorship deal to display its logo on Big Ben.""",0.6682935139316757,Pimm 's signed,"(3, 16)",Pimm,"(3, 7)",'s signed to display,"((7, 16), (36, 46))",its logo,"(47, 55)",on Big Ben,"(56, 66)",,,,,,,,,,,,,,,3884
8718,"""Pimm's signed a sponsorship deal to display its logo on Big Ben.""",0.8318962457408691,,,Pimm,"(3, 7)",'s signed,"(7, 16)",a sponsorship deal to display its logo on Big Ben,"(17, 66)",,,,,,,,,,,,,,,,,3884
8719,"""A photograph shows William Harley and Arthur Davidson unveiling their first motorcycle in 1914.""",0.8458817854216879,A photograph shows,"(6, 24)",Arthur Davidson,"(25, 40)",unveiling,"(41, 50)",their first motorcycle,"(51, 73)",,,,,,,in 1914,"(74, 81)",,,,,,,,,3885
8720,"""A photograph shows William Harley and Arthur Davidson unveiling their first motorcycle in 1914.""",0.8659892277093698,,,A photograph,"(6, 18)",shows,"(19, 24)",Arthur Davidson unveiling their first motorcycle in 1914,"(25, 81)",,,,,,,,,,,,,,,,,3885
8721,"""A photograph shows William Harley and Arthur Davidson unveiling their first motorcycle in 1914.""",0.8458817854216879,A photograph shows,"(6, 24)",William Harley,"(25, 39)",unveiling,"(40, 49)",their first motorcycle,"(50, 72)",,,,,,,in 1914,"(73, 80)",,,,,,,,,3885
8722,"""A photograph shows William Harley and Arthur Davidson unveiling their first motorcycle in 1914.""",0.8659892277093698,,,A photograph,"(6, 18)",shows,"(19, 24)",William Harley unveiling their first motorcycle in 1914,"(25, 80)",,,,,,,,,,,,,,,,,3885
8727,"""Hillary Clinton was arrested by the FBI on 1 April 2016.""",0.9929999709129332,,,Hillary Clinton,"(0, 0)",was arrested on,"(0, 0)",1 april 2016,,,,,,,,,,,,,,,,,,3889
8728,"""Hillary Clinton was arrested by the FBI on 1 April 2016.""",0.9382554258342916,,,Hillary Clinton,"(3, 18)",was arrested,"(19, 31)",by the FBI,"(32, 42)",,,,,,,on 1 April 2016,"(43, 58)",,,,,,,,,3889
8744,"""Chobani CEO Hamdi Ulukaya vowed to ""drown the United States in Muslims"" and is ""importing them to Idaho 300 at a time to work in his factory.""""",0.4953178616921359,,,Hamdi Ulukaya,"(15, 28)",(is] CEO (of],"(11, 14)",Chobani,"(3, 10)",,,,,,,,,,,,,,,,,3897
8745,"""Chobani CEO Hamdi Ulukaya vowed to ""drown the United States in Muslims"" and is ""importing them to Idaho 300 at a time to work in his factory.""""",0.8266533020539225,Chobani CEO Hamdi Ulukaya vowed,"(3, 34)",Chobani CEO Hamdi Ulukaya,"(3, 28)",vowed to drown,"((29, 34), (35, 37), (40, 45))",the United States,"(46, 63)",,,,,,,,,,,,,in Muslims,"(64, 74)",,,3897
8746,"""Chobani CEO Hamdi Ulukaya vowed to ""drown the United States in Muslims"" and is ""importing them to Idaho 300 at a time to work in his factory.""""",0.864095318303104,,,Chobani CEO Hamdi Ulukaya,"(3, 28)",vowed,"(29, 34)",to drown the United States in Muslims and is importing them to Idaho 300 at a time,"(35, 123)",,,,,,,,,,,,,,,,,3897
8747,"""Donald Trump ex-wives admitted that the Republican Presidential candidate forced them to have abortions.""",0.8694296160573401,Donald Trump ex-wives admitted,"(3, 33)",the Republican Presidential candidate,"(39, 76)",forced,"(77, 83)",them,"(84, 88)",to have abortions,"(89, 106)",,,,,,,,,,,,,,,3900
8748,"""Donald Trump ex-wives admitted that the Republican Presidential candidate forced them to have abortions.""",0.8099355756727364,,,Donald Trump ex-wives,"(3, 24)",admitted,"(25, 33)",that the Republican Presidential candidate forced them to have abortions,"(34, 106)",,,,,,,,,,,,,,,,,3900
8749,"""Donald Trump ex-wives admitted that the Republican Presidential candidate forced them to have abortions.""",0.4517038250665665,,,them,"(84, 88)",to have,"(89, 96)",abortions,"(97, 106)",,,,,,,,,,,,,,,,,3900
8753,"""Donald Trump said that he doesn't like Muslims because they killed Jesus.""",0.30111532022820664,Donald Trump said,"(3, 20)",he,"(26, 28)",does n't like,"(29, 41)",Muslims,"(42, 49)",because they killed Jesus,"(50, 75)",,,,,,,,,,,,,,,3903
8754,"""Donald Trump said that he doesn't like Muslims because they killed Jesus.""",0.7069563936892399,,,Donald Trump,"(3, 15)",said,"(16, 20)",that he doesn't like Muslims,"(21, 49)",,,,,,,,,,,,,,,,,3903
8755,"""Donald Trump said that he doesn't like Muslims because they killed Jesus.""",0.6582659227599074,,,they,"(58, 62)",killed,"(63, 69)",Jesus,"(70, 75)",,,,,,,,,,,,,,,,,3903
8758,"""Stanford University rejected all applicants for the Class of 2020, cementing their status as an upper-crust institution.""",0.7750460536631456,Stanford University rejected,"(3, 31)",Stanford University,"(3, 22)",rejected all applicants cementing,"((23, 31), (32, 35))",their status,"(80, 92)",,,,,,,,,,,,,,,,,3905
8759,"""Stanford University rejected all applicants for the Class of 2020, cementing their status as an upper-crust institution.""",0.8406891599730786,,,Stanford University,"(3, 22)",rejected,"(23, 31)",all applicants,"(32, 46)",cementing their status as an upper-crust institution,"(70, 122)",,,,,,,,,,,,,,,3905
8762,"""After unlocking an iPhone belonging to one of the people involved in the San Bernardino shooting, the FBI ruined the device by spilling water on it.""",0.8406891599730786,the FBI ruined,"(101, 115)",the FBI,"(101, 108)",ruined the device by spilling,"((109, 115), (116, 126))",water,"(139, 144)",on it,"(145, 150)",,,,,,,,,,,,,,,3907
8763,"""After unlocking an iPhone belonging to one of the people involved in the San Bernardino shooting, the FBI ruined the device by spilling water on it.""",0.9543301869642496,,,the FBI,"(101, 108)",ruined,"(109, 115)",the device,"(116, 126)",,,,,,,After unlocking an iPhone,"(3, 28)",,,,,,,,,3907
